,surface_type,liquid_type,diameter,height,fall_point_type,id,time,area,circumstance,circularity,finger_num,velocity,circle_radius
0,0,0,18,40,0,101,0.0202,1.4284584000000002e-05,0.0209777201428413,0.4079067449041446,27.0,0.3,0.002136
1,0,0,18,40,0,102,0.0204,1.4455584000000002e-05,0.0220376309280395,0.3740379729233202,24.0,0.12,0.00216
2,0,0,18,40,0,104,0.0208,1.4645592000000002e-05,0.0214172491350173,0.401226323303708,25.0,0.06,0.002172
3,0,0,18,40,0,111,0.0222,1.4616936000000002e-05,0.0217789547638893,0.3872506396056754,23.0,4.68,0.00216
4,0,0,18,40,1,97,0.0194,1.4467464000000002e-05,0.0257734811468124,0.2736882241618515,24.0,-0.06,0.002112
5,0,0,18,40,1,100,0.02,1.4692608000000002e-05,0.0199572812190055,0.46356005070696,25.0,1.32,0.00216
6,0,0,18,40,1,101,0.0202,1.4690736000000002e-05,0.0196511045880317,0.4780567824912217,25.0,0.0,0.00216
7,0,0,18,40,1,104,0.0208,1.4618736e-05,0.0202263980813026,0.4490374742001522,23.0,2.22,0.00216
8,0,0,18,40,1,110,0.022,1.4293656e-05,0.0216918967709541,0.3817316169242977,24.0,4.38,0.002124
9,0,0,18,40,2,106,0.0212,1.3473432e-05,0.0202484855031967,0.41295526535359,22.0,0.12,0.002088
10,0,0,18,40,2,107,0.0214,1.3625784000000002e-05,0.020504250002861,0.4072710940224966,21.0,0.06,0.0021
11,0,0,18,40,2,108,0.0216,1.3749984000000002e-05,0.0211743374319076,0.3853828618630482,22.0,0.06,0.002112
12,0,0,18,40,3,98,0.0196,1.2026232e-05,0.0194496630306243,0.3994986156110174,20.0,0.24,0.00198
13,0,0,18,40,3,99,0.0198,1.2400560000000002e-05,0.0198108690505027,0.3970490007966062,22.0,0.12,0.002004
14,0,0,18,40,3,100,0.02,1.2688416000000002e-05,0.0203316326723098,0.385720537566165,17.0,0.12,0.002028
15,0,0,18,40,3,101,0.0202,1.2945456e-05,0.0204838682012558,0.3877066689285283,19.0,0.12,0.002052
16,0,0,18,40,3,103,0.0206,1.3258584000000002e-05,0.0214337201385498,0.3626702209277668,22.0,0.18,0.002076
17,0,0,18,40,3,104,0.0208,1.3400424000000002e-05,0.0227183659944534,0.3262678044523581,21.0,0.12,0.0021
18,0,0,18,40,3,135,0.027,1.2393072000000002e-05,0.018788103714466,0.441187235637399,18.0,0.0,0.002016
19,1,0,18,40,0,96,0.0192,1.4065776e-05,0.0260626872096061,0.2602167073110679,30.0,0.3,0.002124
20,1,0,18,40,0,102,0.0204,1.4357952000000002e-05,0.0230919253249168,0.3383623809828802,28.0,0.3,0.00216
21,1,0,18,40,0,105,0.021,1.4252472e-05,0.0250068941574096,0.2864049690610205,25.0,3.18,0.002148
22,1,0,18,40,0,109,0.0218,1.4247216000000002e-05,0.0254493348197937,0.2764311634929914,29.0,4.02,0.00216
23,1,0,18,40,0,110,0.022,1.4226408000000002e-05,0.0255290707597732,0.2743058751717387,33.0,-0.06,0.002148
24,1,0,18,40,0,112,0.0224,1.4109264000000002e-05,0.0243045712022781,0.3001499649485041,25.0,4.8,0.002148
25,1,0,18,40,2,92,0.0184,1.2806280000000002e-05,0.0207294846639633,0.3745034698298602,18.0,0.24,0.002052
26,1,0,18,40,2,105,0.021,1.3414392e-05,0.0202518967666626,0.411007216645624,19.0,9.78,0.002088
27,1,0,18,40,2,109,0.0218,1.3244256000000004e-05,0.0216858664398193,0.3539026978553786,15.0,8.52,0.00204
28,1,0,18,40,2,110,0.022,1.3286304e-05,0.0199949262213707,0.4176134113209791,20.0,0.24,0.002088
29,1,0,18,40,2,115,0.023,1.2997296000000002e-05,0.0200223374505043,0.4074115345955543,15.0,0.24,0.002052
30,1,0,18,40,2,134,0.0268,1.2241224e-05,0.0167085461297035,0.5510073411559465,18.0,7.859999999999999,0.00198
31,1,0,18,40,2,91,0.0182,1.2701808e-05,0.0247317469553947,0.2609551180734529,15.0,0.0,0.002016
32,1,0,18,40,2,92,0.0184,1.2958488000000002e-05,0.0238066014990806,0.2873223370535778,20.0,0.12,0.00204
33,1,0,18,40,2,93,0.0186,1.3177080000000002e-05,0.0226933668837547,0.3215371646410959,17.0,0.24,0.002088
34,1,0,18,40,2,94,0.0188,1.3330152000000002e-05,0.0233506015090942,0.307219530236084,24.0,0.0,0.002088
35,1,0,18,40,2,128,0.0256,1.2715416000000002e-05,0.0210298378844261,0.3613005208444545,20.0,0.0,0.002028
36,1,0,18,40,3,123,0.0246,1.233684e-05,0.0243208352451324,0.2620938466382171,22.0,5.22,0.002016
37,1,0,18,40,3,135,0.027,1.1953872e-05,0.0197268084797859,0.3860155579484021,18.0,0.0,0.00198
38,1,0,18,40,3,139,0.0278,1.1873088000000002e-05,0.0193915149736404,0.3967802720582737,15.0,-0.06,0.001968
39,2,0,18,40,0,93,0.0186,1.4343912e-05,0.0198884855232238,0.4556947751145549,27.0,0.12,0.002148
40,2,0,18,40,0,98,0.0196,1.4950872e-05,0.0193851920342445,0.4999610508234239,24.0,0.0,0.002184
41,2,0,18,40,0,101,0.0202,1.4983848000000002e-05,0.0206094846611022,0.4433012521399173,20.0,3.72,0.002184
42,2,0,18,40,0,102,0.0204,1.4980104000000002e-05,0.0194671331448555,0.4967303477543011,20.0,0.0,0.002184
43,2,0,18,40,0,105,0.021,1.4930136e-05,0.0213990725426673,0.4097167563198152,25.0,5.34,0.002184
44,2,0,18,40,0,108,0.0216,1.4809824000000002e-05,0.0207008673233985,0.4342928482706244,27.0,1.5599999999999998,0.002172
45,2,0,18,40,1,108,0.0216,1.3367808e-05,0.0194618093347549,0.4435102243997293,26.0,0.3,0.002064
46,2,0,18,40,1,110,0.022,1.4166360000000004e-05,0.0188630153803825,0.5003177379274848,27.0,0.18,0.002124
47,2,0,18,40,1,112,0.0224,1.4717520000000002e-05,0.019147104563713,0.5044734105479225,27.0,0.12,0.002172
48,2,0,18,40,1,115,0.023,1.5212160000000002e-05,0.0189303980841636,0.5334346900914967,24.0,0.0,0.002196
49,2,0,18,40,1,119,0.0238,1.5508800000000003e-05,0.017797281214714,0.6152912426143441,24.0,0.0,0.002208
50,2,0,18,40,1,120,0.024,1.5533712000000003e-05,0.0180331634559631,0.6002625854492505,24.0,0.0,0.002208
51,2,0,18,40,1,123,0.0246,1.5582384e-05,0.0185141625709533,0.5712623745554156,22.0,0.06,0.00222
52,2,0,18,40,1,139,0.0278,1.5206760000000002e-05,0.0202063088979721,0.4680288021718918,21.0,2.1,0.002208
53,2,0,18,40,2,92,0.0184,1.1651112000000002e-05,0.0182603106465339,0.4390974530639751,19.0,0.24,0.00192
54,2,0,18,40,2,95,0.019,1.3122000000000002e-05,0.0186307513232231,0.4750607601325636,21.0,0.18,0.002052
55,2,0,18,40,2,97,0.0194,1.3754664000000002e-05,0.0195308976316452,0.4531223065928703,24.0,0.18,0.002112
56,2,0,18,40,2,100,0.02,1.4324472000000002e-05,0.0200441322398185,0.4480370904315321,20.0,0.06,0.002148
57,2,0,18,40,2,106,0.0212,1.4699304000000004e-05,0.0216342482571601,0.3946599147544661,21.0,9.84,0.002172
58,2,0,18,40,3,99,0.0198,1.2824352000000002e-05,0.0251308049583435,0.25517169282695,25.0,0.36,0.002052
59,2,0,18,40,3,105,0.021,1.3845384000000004e-05,0.0280918326086998,0.2204726517038401,24.0,0.12,0.002148
60,3,0,18,40,0,103,0.0206,1.5658344000000003e-05,0.0226504837560653,0.3835312273060539,26.0,0.06,0.002244
61,3,0,18,40,0,109,0.0218,1.5893064000000004e-05,0.0252461876320838,0.3133472481753067,24.0,-0.06,0.002256
62,3,0,18,40,0,112,0.0224,1.5955056000000002e-05,0.0245249815564155,0.3333425995936744,23.0,2.1,0.002256
63,3,0,18,40,0,117,0.0234,1.5808608e-05,0.025479450805664,0.3060013686601883,23.0,4.62,0.002256
64,3,0,18,40,0,123,0.0246,1.5597216e-05,0.03061915467453,0.2090598128671322,30.0,9.24,0.002244
65,3,0,18,40,1,102,0.0204,1.4566032000000002e-05,0.019469338326931,0.4828905867386693,23.0,0.06,0.002148
66,3,0,18,40,1,104,0.0208,1.4949720000000002e-05,0.0186991331305503,0.5372791351757931,24.0,0.12,0.002184
67,3,0,18,40,1,106,0.0212,1.5190416000000002e-05,0.0184685746965408,0.5596451842084966,26.0,0.06,0.002196
68,3,0,18,40,1,117,0.0234,1.5342624000000003e-05,0.0219200430707931,0.4012607676512332,28.0,2.8200000000000003,0.002208
69,3,0,18,40,1,121,0.0242,1.5245496000000002e-05,0.0206218379101753,0.4505019596925388,24.0,3.84,0.002196
70,3,0,18,40,1,122,0.0244,1.5175224000000002e-05,0.0211556612691879,0.4260806041348853,25.0,0.0,0.002196
71,3,0,18,40,1,138,0.0276,1.4738328000000002e-05,0.0197444855175018,0.4750796609949371,19.0,0.06,0.002184
72,3,0,18,40,2,92,0.0184,1.3325760000000004e-05,0.0222902768239974,0.3370318367573061,23.0,-0.06,0.002076
73,3,0,18,40,3,103,0.0206,3.7797840000000006e-06,0.0102459661645889,0.4524504365609109,5.0,-7.319999999999999,0.00162
74,3,0,18,40,3,104,0.0208,3.7987200000000007e-06,0.0103729956135749,0.4436482357817461,5.0,0.06,0.001632
75,3,0,18,40,3,105,0.021,3.8239200000000005e-06,0.0105046423559188,0.4354678730219884,5.0,-0.12,0.001608
76,3,0,18,40,3,106,0.0212,3.844872e-06,0.0104239072995185,0.4446626677820007,5.0,-0.12,0.001584
77,3,0,18,40,3,107,0.0214,3.859776000000001e-06,0.0104028189854621,0.4481979669084978,6.0,0.06,0.001596
78,3,0,18,40,3,108,0.0216,3.867552e-06,0.0104707012310028,0.4432966917300596,6.0,-0.12,0.001572
79,3,0,18,40,3,109,0.0218,3.879936000000001e-06,0.0105087601089477,0.4415007742666373,5.0,0.24,0.00162
80,3,0,18,40,3,111,0.0222,3.889728e-06,0.0103051133637428,0.4602815318337158,8.0,-0.48,0.00162
81,3,0,18,40,3,117,0.0234,3.839544000000001e-06,0.011177141916275,0.3862139731690275,6.0,-14.64,0.001644
82,3,0,18,40,3,119,0.0238,3.830040000000001e-06,0.0113170241832733,0.3757929997437871,4.0,-6.180000000000001,0.001668
83,3,0,18,40,3,122,0.0244,3.8187360000000005e-06,0.0111368778619766,0.386903435335884,7.0,-13.32,0.001656
84,3,0,18,40,3,123,0.0246,3.820536e-06,0.0108699661703109,0.4063289588563339,7.0,0.0,0.001656
85,3,0,18,40,3,125,0.025,3.7943280000000006e-06,0.0110694951710701,0.389124973761105,3.0,-1.0799999999999998,0.001644
86,3,0,18,40,3,126,0.0252,3.779424e-06,0.0112006423559188,0.3785729857780465,5.0,0.18,0.00168
87,3,0,18,40,3,127,0.0254,3.758328e-06,0.0108857306785583,0.398556019604153,5.0,-0.18,0.001644
88,3,0,18,40,3,131,0.0262,3.6829440000000007e-06,0.0104971133565902,0.4200153912376147,6.0,-1.14,0.001308
89,3,0,18,40,3,132,0.0264,3.672720000000001e-06,0.0105169955978393,0.4172672500782635,6.0,1.32,0.001572
90,3,0,18,40,3,133,0.0266,3.664872e-06,0.0103443782916069,0.4303877350815687,7.0,-0.12,0.001548
91,3,0,18,40,3,139,0.0278,3.624984e-06,0.0109817306542396,0.3777238282766559,5.0,0.06,0.001596
92,3,0,18,40,3,140,0.028,3.5987760000000004e-06,0.0102840250439643,0.4276007205821446,3.0,0.0,0.001596
93,4,0,18,40,0,93,0.0186,1.3721040000000002e-05,0.0204176915774345,0.4136029388517451,26.0,0.18,0.0021
94,4,0,18,40,0,96,0.0192,1.4454576000000002e-05,0.0214201608052253,0.395885656798938,26.0,0.12,0.00216
95,4,0,18,40,0,98,0.0196,1.4730840000000002e-05,0.022290483780384,0.3725618555163494,28.0,0.0,0.002172
96,4,0,18,40,0,102,0.0204,1.5003432000000002e-05,0.0227341305041313,0.3647907193220424,31.0,2.1,0.002184
97,4,0,18,40,0,121,0.0242,1.4672808e-05,0.0236066586141586,0.3308674615877957,21.0,-25.98,0.00216
98,4,0,18,40,1,99,0.0198,1.4584824000000002e-05,0.0204024266281127,0.4402987041882344,26.0,0.0,0.00216
99,4,0,18,40,1,104,0.0208,1.4976504000000002e-05,0.0201648387579917,0.4628399132806008,22.0,0.06,0.002196
100,4,0,18,40,1,110,0.022,1.4918832000000004e-05,0.0206686318387985,0.438855179681174,22.0,3.9,0.002184
101,4,0,18,40,1,119,0.0238,1.4536080000000002e-05,0.0218802785511016,0.3815500153447475,25.0,4.92,0.00216
102,4,0,18,40,2,95,0.019,1.1493864000000002e-05,0.0177953686408996,0.4561019614758818,20.0,0.36,0.00192
103,4,0,18,40,2,96,0.0192,1.2040416e-05,0.0187020448150634,0.4325867066866417,19.0,0.24,0.001968
104,4,0,18,40,2,97,0.0194,1.2526128000000002e-05,0.0188625158228874,0.4424125876286408,23.0,0.18,0.002004
105,4,0,18,40,2,99,0.0198,1.3276944000000002e-05,0.0198955149679183,0.4215000379052562,27.0,0.18,0.002076
106,4,0,18,40,2,137,0.0274,1.3667616000000002e-05,0.0197415738029479,0.4406959800855618,18.0,0.0,0.0021
107,4,0,18,40,3,95,0.019,1.1985984e-05,0.0195553972005844,0.3938676161240772,24.0,0.18,0.001956
108,4,0,18,40,3,97,0.0194,1.2704544000000002e-05,0.0200693383312225,0.3963718803077211,24.0,0.06,0.002016
109,4,0,18,40,3,99,0.0198,1.31724e-05,0.0214043963155746,0.3613007033884809,20.0,0.12,0.002064
110,4,0,18,40,3,125,0.025,1.4132088000000002e-05,0.0292400074853897,0.2077118329623926,26.0,0.42,0.002112
111,5,0,18,40,0,99,0.0198,1.3833720000000002e-05,0.0211556612577438,0.3884146804956442,27.0,0.24,0.002112
112,5,0,18,40,0,102,0.0204,1.4428368e-05,0.0227476898374557,0.3503906256278043,23.0,0.0,0.00216
113,5,0,18,40,0,103,0.0206,1.4545800000000002e-05,0.0229021305155754,0.348494320963348,21.0,0.12,0.002184
114,5,0,18,40,0,105,0.021,1.4698296000000002e-05,0.0240468941273689,0.3194176208484299,26.0,0.0,0.002184
115,5,0,18,40,0,108,0.0216,1.4782536e-05,0.0238970707883834,0.3252890687870381,31.0,1.62,0.002196
116,5,0,18,40,0,130,0.026,1.4058792e-05,0.0222541305198669,0.3567275145202308,25.0,9.0,0.002136
117,5,0,18,40,0,95,0.019,1.4435928000000002e-05,0.0202145443868637,0.4439424319472949,20.0,0.12,0.00216
118,5,0,18,40,0,97,0.0194,1.4751720000000005e-05,0.0202543088779449,0.4518743263311273,17.0,0.12,0.002184
119,5,0,18,40,0,108,0.0216,1.4918904e-05,0.0211117790250778,0.4206269746191124,13.0,0.0,0.002196
120,5,0,18,40,0,109,0.0218,1.4882112000000002e-05,0.0201008673520088,0.4628548698114684,13.0,-0.06,0.002184
121,5,0,18,40,0,126,0.0252,1.4357376000000002e-05,0.0219608066940307,0.3741005612926925,18.0,8.34,0.002148
122,5,0,18,40,1,98,0.0196,1.4180400000000002e-05,0.0206271617102623,0.418812272091815,30.0,0.12,0.002136
123,5,0,18,40,1,99,0.0198,1.4392584e-05,0.0208227799043655,0.4171298021919645,30.0,0.06,0.002148
124,5,0,18,40,1,101,0.0202,1.4697360000000002e-05,0.0205236327037811,0.4384708521172561,30.0,0.06,0.002172
125,5,0,18,40,2,95,0.019,1.1625552e-05,0.020098455186367,0.3616580126071275,26.0,0.3,0.001932
126,5,0,18,40,2,97,0.0194,1.2518496e-05,0.0206819841871261,0.3677711141445459,27.0,0.18,0.002004
127,5,0,18,40,2,136,0.0272,1.3297680000000002e-05,0.0244190404515266,0.2802389861667675,22.0,-0.42,0.002088
128,5,0,18,40,3,97,0.0194,1.209312e-05,0.0227668655705452,0.2931849952270276,25.0,0.3,0.001992
129,5,0,18,40,3,101,0.0202,1.3315968000000002e-05,0.024419746931076,0.2806081554703973,24.0,0.06,0.002076
130,0,0,20,20,4,121,0.0242,6.885144000000001e-06,0.0127983730273246,0.5282182030733743,9.0,0.3,0.001488
131,0,0,20,20,4,122,0.0244,7.242336000000001e-06,0.0125016379709243,0.5823106018018455,11.0,0.18,0.001524
132,0,0,20,20,4,124,0.0248,7.777368e-06,0.013530019771099,0.5338824569406259,13.0,0.18,0.001584
133,0,0,20,20,4,126,0.0252,8.177112000000001e-06,0.0140141375112533,0.5232112349035853,13.0,0.12,0.00162
134,0,0,20,20,4,127,0.0254,8.317728000000002e-06,0.0142553435883522,0.5143505394668045,10.0,0.06,0.001632
135,0,0,20,20,4,129,0.0258,8.548488000000002e-06,0.0142873721523284,0.5262528440916058,13.0,0.06,0.001644
136,0,0,20,20,4,131,0.0262,8.671608000000002e-06,0.014126901140213,0.5460289753422085,15.0,0.06,0.001668
137,0,0,20,20,4,132,0.0264,8.716320000000001e-06,0.0140221660766601,0.5570739071499646,12.0,0.0,0.001668
138,0,0,20,20,5,120,0.024,7.037568000000001e-06,0.0114072864747047,0.6796225364232391,13.0,1.5599999999999998,0.001488
139,0,0,20,20,5,121,0.0242,7.388640000000001e-06,0.0113815808429718,0.7167524658710686,14.0,0.24,0.001536
140,0,0,20,20,5,122,0.0244,7.673400000000002e-06,0.0117684925260543,0.6962352859957284,17.0,0.12,0.00156
141,0,0,20,20,5,123,0.0246,7.930296000000002e-06,0.01201772716856,0.6900087233186969,11.0,0.12,0.001584
142,0,0,20,20,5,124,0.0248,8.141760000000001e-06,0.0122184622063636,0.6853226106740982,13.0,0.12,0.001608
143,0,0,20,20,5,126,0.0252,8.464320000000001e-06,0.0126240500950813,0.6674281492193459,17.0,0.12,0.001644
144,0,0,20,20,5,127,0.0254,8.576928e-06,0.0126861089830398,0.6697068674681705,12.0,0.06,0.001656
145,0,0,20,20,5,128,0.0256,8.66376e-06,0.0126621089744567,0.6790537992144304,15.0,0.06,0.001668
146,0,0,20,20,5,133,0.0266,8.830152000000001e-06,0.0130366673941612,0.6528972999138097,14.0,7.68,0.001668
147,0,0,20,20,5,134,0.0268,8.824248e-06,0.012898490784645,0.666514763729472,14.0,0.0,0.001668
148,0,0,20,20,5,138,0.0276,8.760384000000001e-06,0.0147555184779167,0.5056197839591168,18.0,-0.06,0.001656
149,0,0,20,20,5,139,0.0278,8.763480000000002e-06,0.014548960026741,0.5202625467800498,14.0,0.0,0.001656
150,0,0,20,20,6,127,0.0254,6.047784000000001e-06,0.0104104336738586,0.7012429250158427,12.0,0.18,0.001392
151,0,0,20,20,6,129,0.0258,6.803568000000001e-06,0.011268403362751,0.6733204805659055,9.0,0.24,0.001476
152,0,0,20,20,6,131,0.0262,7.384032000000001e-06,0.0119743444890975,0.6471425230348016,12.0,0.12,0.001536
153,0,0,20,20,6,133,0.0266,7.820064000000001e-06,0.013311108089447,0.5546151789180078,12.0,0.12,0.001584
154,0,0,20,20,6,137,0.0274,8.397216000000002e-06,0.0143242249732017,0.5142838920801219,9.0,0.06,0.001656
155,0,0,20,20,6,139,0.0278,8.577072000000001e-06,0.01433587169981,0.5244459170139427,9.0,0.0,0.001656
156,0,0,20,40,4,107,0.0214,1.1367648000000002e-05,0.022529984175682,0.2814224294086501,24.0,-1.5599999999999998,0.001908
157,0,0,20,40,5,95,0.019,1.1654856000000002e-05,0.0215273079872131,0.3160365611990354,23.0,0.24,0.001944
158,0,0,20,40,5,97,0.0194,1.1763864e-05,0.0214810136289596,0.320368876181266,22.0,3.78,0.001944
159,0,0,20,40,5,101,0.0202,1.1752488000000002e-05,0.0217600716133117,0.3119026321737059,23.0,0.18,0.001932
160,0,0,20,40,5,135,0.027,1.0080072000000002e-05,0.014343900293827,0.6156572282496523,9.0,0.06,0.0018
161,0,0,20,40,5,106,0.0212,1.1635488e-05,0.018804574725151,0.4134923074913518,24.0,2.28,0.001932
162,0,0,20,40,5,113,0.0226,1.1581200000000002e-05,0.019253338326931,0.3926009450952007,19.0,8.16,0.00192
163,0,0,20,40,5,114,0.0228,1.1533320000000002e-05,0.0200516612534523,0.3604653197094652,17.0,0.0,0.00192
164,0,0,20,40,5,115,0.023,1.1512224000000002e-05,0.0204766318230628,0.3450261818392869,20.0,0.0,0.00192
165,0,0,20,40,5,133,0.0266,1.0580472000000002e-05,0.0191170742640495,0.363807838255513,20.0,0.0,0.00186
166,0,0,20,40,5,136,0.0272,1.046268e-05,0.0170651348848342,0.4514746354641208,19.0,0.0,0.001848
167,0,0,20,40,6,99,0.0198,1.1206944e-05,0.0204070439457893,0.3381713929549063,23.0,0.0,0.001896
168,0,0,20,40,6,100,0.02,1.124424e-05,0.0204889850778579,0.3365883487250425,21.0,0.06,0.001908
169,0,0,20,40,6,110,0.022,1.0976976e-05,0.0205585729851722,0.3263673059831075,21.0,-0.06,0.001872
170,0,0,20,40,6,123,0.0246,1.0155312000000002e-05,0.0183328102211952,0.3797038925219414,17.0,-18.66,0.0018
171,0,0,20,40,6,124,0.0248,1.012608e-05,0.0183808101811409,0.3766360772943696,18.0,0.06,0.001812
172,0,0,20,40,6,132,0.0264,9.73152e-06,0.0162321643381118,0.4641279062351051,11.0,0.18,0.001764
173,0,0,25,20,4,123,0.0246,5.503104000000001e-06,0.0110150509643554,0.5699602425694951,15.0,0.06,0.00132
174,0,0,25,20,4,125,0.025,5.637240000000001e-06,0.0110611384119987,0.5789975622382021,16.0,1.02,0.001332
175,0,0,25,20,4,130,0.026,5.6888640000000006e-06,0.0106701089801788,0.627910441817724,12.0,0.06,0.001344
176,0,0,25,20,4,124,0.0248,5.593320000000001e-06,0.0103319037938118,0.6584439679330162,12.0,1.44,0.001332
177,0,0,25,20,4,129,0.0258,5.713704000000001e-06,0.0118880786719322,0.5080474325600379,15.0,0.0,0.001332
178,0,0,25,20,4,130,0.026,5.698224000000001e-06,0.0117469903507232,0.5189149196723122,14.0,0.0,0.001332
179,0,0,25,20,5,137,0.0274,6.001920000000001e-06,0.0100831687374115,0.741832739849527,18.0,0.0,0.00138
180,0,0,25,20,5,138,0.0276,6.003216000000001e-06,0.0100176986231803,0.751723123772777,15.0,0.0,0.00138
181,0,0,25,20,5,141,0.0282,5.990832000000001e-06,0.0100235219793319,0.7493009977283543,13.0,0.0,0.00138
182,0,0,25,20,6,118,0.0236,5.357232000000001e-06,0.0126051669559478,0.4236947802876101,9.0,0.06,0.00132
183,0,0,25,20,6,123,0.0246,5.452704e-06,0.0109786977124214,0.5684864686914333,10.0,0.18,0.001332
184,0,0,25,20,6,130,0.026,5.291352000000001e-06,0.0114890206489563,0.5037447087213255,10.0,-0.06,0.001296
185,0,0,25,40,4,92,0.0184,5.887728000000001e-06,0.0160202820839881,0.2882818395650108,12.0,0.12,0.00138
186,0,0,25,40,4,98,0.0196,7.158168000000001e-06,0.014908960035324,0.4046849465098078,19.0,2.04,0.001512
187,0,0,25,40,4,111,0.0222,6.739128000000001e-06,0.0145201357755661,0.4016726064849604,8.0,3.3,0.001452
188,0,0,25,40,4,112,0.0224,6.684264000000001e-06,0.0149637825164794,0.3751290379630289,10.0,-0.06,0.00144
189,0,0,25,40,4,133,0.0266,5.978448000000001e-06,0.0112179912099838,0.5969914749128473,12.0,6.3,0.00138
190,0,0,25,40,4,134,0.0268,5.952960000000001e-06,0.0109944622049331,0.6188634685376051,10.0,0.0,0.00138
191,0,0,25,40,4,136,0.0272,5.8798800000000005e-06,0.0108393150401115,0.6288899416262105,12.0,5.52,0.001368
192,0,0,25,40,5,109,0.0218,6.912504000000001e-06,0.0126834899010658,0.5399676290722778,12.0,0.36,0.001476
193,0,0,25,40,5,111,0.0222,6.8083920000000005e-06,0.0129293132801055,0.511803792239977,11.0,2.58,0.001452
194,0,0,25,40,5,112,0.0224,6.782400000000001e-06,0.0121409314913749,0.5782148566889762,10.0,0.12,0.001476
195,0,0,25,40,6,110,0.022,6.06132e-06,0.0115980804104804,0.5662456071462278,8.0,-0.06,0.001392
196,1,0,20,20,4,118,0.0236,7.512840000000001e-06,0.0124953150300979,0.6046716175532842,10.0,0.18,0.001548
197,1,0,20,20,4,124,0.0248,8.449560000000002e-06,0.0152730777626037,0.4551880292985923,14.0,4.92,0.001644
198,1,0,20,20,4,126,0.0252,8.549352000000002e-06,0.0145256665263175,0.5091795153324257,18.0,0.06,0.001656
199,1,0,20,20,4,130,0.026,8.607816000000001e-06,0.0142815487833023,0.5303373615053285,19.0,0.06,0.001656
200,1,0,20,20,4,131,0.0262,8.598600000000001e-06,0.0142277254142761,0.5337853625655545,17.0,0.0,0.001656
201,1,0,20,20,4,133,0.0266,8.585136e-06,0.0142124604821205,0.5340949887082266,19.0,0.0,0.001644
202,1,0,20,20,4,134,0.0268,8.575776000000001e-06,0.0144946370959281,0.5129424006416395,21.0,0.0,0.001644
203,1,0,20,20,4,135,0.027,8.561736000000002e-06,0.0143933132858276,0.5193380459667343,19.0,0.0,0.001644
204,1,0,20,20,4,140,0.028,8.364672000000001e-06,0.0147819305949211,0.481056915431218,14.0,-0.06,0.00162
205,1,0,20,20,5,116,0.0232,6.706296000000001e-06,0.0146027833971977,0.3952039671752657,16.0,0.3,0.001464
206,1,0,20,20,5,117,0.0234,7.145352000000001e-06,0.0139373132686614,0.4622483490032005,15.0,0.18,0.0015
207,1,0,20,20,5,118,0.0236,7.513920000000001e-06,0.0136330492157936,0.5080312481340369,17.0,0.18,0.001536
208,1,0,20,20,5,120,0.024,8.067888000000002e-06,0.0130412847132682,0.5961135200080706,19.0,0.24,0.001608
209,1,0,20,20,5,121,0.0242,8.273088000000001e-06,0.0133409314570426,0.5841242039914998,15.0,0.06,0.00162
210,1,0,20,20,5,122,0.0244,8.437752000000001e-06,0.0134936665263175,0.5823400701423106,19.0,0.12,0.001644
211,1,0,20,20,5,123,0.0246,8.570232e-06,0.0132163141665458,0.6165690706186643,17.0,0.06,0.001656
212,1,0,20,20,5,124,0.0248,8.667144e-06,0.013461431040287,0.6010400538043842,20.0,0.0,0.001656
213,1,0,20,20,5,127,0.0254,8.838288000000002e-06,0.0135445782279968,0.6054064470271314,15.0,0.06,0.00168
214,1,0,20,20,5,128,0.0256,8.854632e-06,0.0140514899024963,0.5635541201928986,18.0,-0.06,0.001668
215,1,0,20,20,5,130,0.026,8.885952000000001e-06,0.013930283838272,0.5754318494580191,18.0,0.0,0.00168
216,1,0,20,20,5,131,0.0262,8.878896000000001e-06,0.0141181660866737,0.5597734032214008,18.0,0.0,0.00168
217,1,0,20,20,5,132,0.0264,8.856576000000002e-06,0.0148714007191658,0.5032363057407306,17.0,0.0,0.00168
218,1,0,20,20,5,118,0.0236,7.525800000000001e-06,0.0122710795555114,0.6280540105649726,14.0,0.3,0.001536
219,1,0,20,20,5,119,0.0238,7.822440000000001e-06,0.0115435505361557,0.737688966061805,15.0,0.24,0.001584
220,1,0,20,20,5,120,0.024,8.054856000000001e-06,0.0118349617853164,0.7226598471991167,15.0,0.06,0.001596
221,1,0,20,20,5,121,0.0242,8.250264000000001e-06,0.0120609029216766,0.7127185561204283,14.0,0.12,0.00162
222,1,0,20,20,5,122,0.0244,8.402832000000001e-06,0.0125537557296752,0.6700206639088601,12.0,0.06,0.001632
223,1,0,20,20,5,123,0.0246,8.527032e-06,0.0128820197725296,0.6457134518908378,16.0,0.06,0.001644
224,1,0,20,20,5,124,0.0248,8.625168e-06,0.0129809314613342,0.643229143489534,10.0,0.06,0.001656
225,1,0,20,20,5,125,0.025,8.694360000000002e-06,0.0132320786504745,0.6240096924876276,12.0,0.06,0.001668
226,1,0,20,20,5,126,0.0252,8.758368000000002e-06,0.01339304920578,0.6135841382396249,12.0,0.0,0.001668
227,1,0,20,20,5,129,0.0258,8.817336000000001e-06,0.013967136677742,0.5679792744744947,19.0,6.779999999999999,0.001668
228,1,0,20,20,5,131,0.0262,8.812944000000002e-06,0.0150469296998977,0.4891421528413692,13.0,0.0,0.001668
