src,actual_value,predicted_value,percentage_error
D:\records\Drop Impact on Rough Surfaces0\S3-W-25G-40cm-OG-1_C001H001S0002\S3-W-20G-40cm-OG-1_C001H001S0002000106.jpg,0.0110994042305946,0.013483455587386096,21.479092996902075
D:\records\Drop Impact on Rough Surfaces\S2-W-18G-40cm-OR1-1_C001H001S0001\S2-W-18G-40cm-OR1-1_C001H001S0001000134.jpg,0.0167085461297035,0.022134594308326042,32.47468772268836
D:\records\Drop Impact on Rough Surfaces\S4-W-18G-40cm-OG2-1_C001H001S0001\S4-W-18G-40cm-OG2-1_C001H001S0001000102.jpg,0.019469338326931,0.015476063329504495,20.510584028953872
D:\records\Drop Impact on Rough Surfaces_2\SQ2-W-20G-40cm-R1-2_C001H001S0001\SQ2-W-20G-40cm-R1-2_C001H001S0001000098.jpg,0.0117078466644287,0.01558828285308992,33.143893150317155
D:\records\Drop Impact on Rough Surfaces_2\SQ3-W-20G-40cm-R1-2_C001H001S0001\SQ3-W-20G-40cm-R1-2_C001H001S0001000097.jpg,0.0268450386915206,0.01841129153915948,31.416409003072292
D:\records\Drop Impact on Rough Surfaces_2\SQ2-W-20G-40cm-R1-2_C001H001S0001\SQ2-W-20G-40cm-R1-2_C001H001S0001000103.jpg,0.0102042891025543,0.01641474916379724,60.861271165752825
D:\records\Drop Impact on Rough Surfaces0\S3-W-20G-20cm-OR-1_C001H001S0001\S3-W-20G-20cm-OR-1_C001H001S0001000116.jpg,0.0101289635481834,0.012441451948180514,22.830454359882193
